Product,Pid,TotalSale,TotalComment,TotalRevenue,Net. (kg)
【新升级】飞鹤 飞帆 儿童配方 乳粉 奶粉 4段400g盒装,16558646173,90,7,5220,0.4
惠氏原装进口启赋1段高端爱儿乐奶粉900g 珍稀配方 最新4月产,16596290263,53,6,18656,0.9
【特价】雅培小安素全营养幼儿配方粉 1岁以上宝宝 900g罐装,15952104005,0,0,0,0.9
年中大促【整箱】贝因美金美正装3段奶粉幼儿配方奶粉900g*6罐,16630881486,19,8,8284,0.9
中粮我买网 美素金装 美素佳儿2段奶粉罐装900g 荷兰进口,16693019193,0,0,0,0.9
飞鹤飞帆 婴儿配方奶粉 1段 400g盒装 益智营养群 0-6个月,16563921651,0,0,0,0.4
【官方商城】德国有机奶粉 特福芬奶粉2段 婴儿奶粉2段 进口奶粉,14108719772,1707,328,508686,0
【整箱】伊利金领冠1段奶粉婴儿配方奶粉400g*12盒 14年4月生产,16713478329,26,11,19812,0.4
美赞臣2段婴幼儿奶粉原装正品安婴宝奶粉1200g 包邮,16569122179,397,111,94926.8,1.2
新包装 Friso美素佳儿金装美素力荷兰进口婴儿配方奶粉1段一段400,16415926110,20,8,2400,0
伊利普装1段900g 婴儿配方奶粉,16643562099,18,1,1251,0.9
【买5送1】澳优原装进口能力多3段婴儿奶粉(6-12个月)800gx4听,16751377320,0,0,0,0.8
【买5送1】澳优 原装进口能力多4段婴儿奶粉(1岁以上)800gx4听,16743842253,0,0,0,0.8
圣元我的天使经典6号佳盾2段奶粉900g克【买2送1】【14年2月,16688762785,6,2,1248,0.9
美素佳儿 3段金装幼儿配方奶粉 900g/桶 1-3岁 进口 新老包装随机,16331238207,3,1,539,0.9
君宝康 营养铁强化婴幼儿配方牛奶粉二阶段2段进口奶源包邮 800g,16717517441,76,18,18848,0.8
【整箱】贝因美金美正装1段婴儿配方奶粉袋装400g*12袋,16630957136,4,1,1560,0.4
惠氏启赋较大婴儿配方奶粉 2段900g 爱尔兰原产婴幼儿牛奶粉,16542312920,37,8,12702,0.9
贝因美2段500克奶粉6-12个月较大婴儿配方奶粉,16752267419,7,0,329,0.5
雅培1段金装喜康宝婴儿配方奶粉400g盒装0-1岁/智护100,16331378458,0,0,0,0.4
多美滋优衡多营养配方宝宝奶粉3段900g易乐装1岁以上三段发票,16730191319,4,1,660,0.9
Wyeth/惠氏 启赋2段900g较大婴幼儿奶粉进口6-18月,16782026573,0,0,0,0.9
人之初优邦 金装奶粉进口奶源 二段听装900g 买四送一,16627865849,4,0,1192,0.9
特价德国原装进口幼儿奶粉 雀巢超级能恩3段 800g,16518070972,0,0,0,0.8
GOLD+系列 咔哇熊cowala新西兰原罐原装进口奶粉0-12个月1段900g,16739825234,4,2,1272,0.9
惠氏启赋婴幼儿配方奶粉900g 启赋2段 6-18个月 爱尔兰原装进口,16868940030,38,5,12122,0.9
Heinz/亨氏 欧洲原装进口超金学儿高3段婴幼儿配方奶粉900g,16290422645,92,29,18772,0.9
【两罐起满减】14年新日期 澳优金装优选3段幼优奶粉 澳优3段正品,16798531770,274,48,62472,0
Wyeth/惠氏S-26金装健儿乐较大婴儿幼儿配方奶粉2段400g,16861797388,0,0,0,0.4
惠氏升级新配方金装幼儿乐3段牛奶粉1-3岁 八联包3200g盒装 包邮,16547593776,19,9,8018,3.2
厂家正品授权 可查防伪码 900克太子乐乳铁蛋白2段 2014年最新货,16775889432,1,1,148,0.9
【爱婴室】美赞臣2段900g安婴宝A+奶粉 155844,16667297559,0,0,0,0.9
正品玛姆奶粉二段/2段法国原装进口 咨询不后悔 正品,14904043404,28,4,7574,0
圣元优博1段400g 盒装婴儿配方奶粉 新包装,16720034953,102,14,6914,0.4
【爱婴室】雅培4段400g*3智护100金装儿童康喜力 152507,15915051171,0,0,0,0.4
【正品保障】 好评返现 澳优金装优选2段 健优 900g 进口奶源,16798439239,24,3,5712,0.9
Nestle雀巢能恩金盾二段400g/盒装婴儿奶粉进口奶源宝宝食品,13927978911,0,0,0,0.4
厂家正品授权 可查防伪码 900克金装太子乐乳铁蛋白3段 14年新货,16775933377,4,1,592,0.9
【天猫超市】爱尔兰进口奶粉 wyeth 惠氏启赋奶粉2阶段900g/听,16200675900,22,7,8536,0.9
【天猫超市】德国进口奶粉 雀巢超级能恩1段（0-12个月） 800G,16793799888,13,6,4225,0.8
倍爱 新西兰原装进口 蓓尔欣婴儿配方牛奶粉1段 800g罐装 0-6个月,16973854276,5,1,1770,0.8
厂家正品授权 可查防伪码 900克金装太子乐2段 2014年最新日期货,16776101974,0,0,0,0.9
【天猫超市】德国进口奶粉 雀巢超级能恩3段（1-3岁） 800G,16793783477,148,24,40848,0.8
Heinz/亨氏 超金智儿高 二段奶粉 400g 欧洲原装进口奶粉,16990801650,0,0,0,0.4
施恩金装婴儿配方奶粉（金装1段） 400克盒装 0-6个月婴儿,16974237306,0,0,0,0.4
厂家正品授权 可查防伪码 900克金装太子乐1段 2014年最新日期货,16768474729,0,0,0,0.9
惠氏S26金装学儿乐4段儿童思维营养配方奶粉900g听装原装进口,16862961168,0,0,0,0.9
【官方直发】FIRMUS/飞鹤 星飞帆1段 婴儿配方奶粉 700g,16990762001,0,0,0,0.7
美赞臣 安儿健 A+ 儿童配方奶粉 4段 1200g 三联包 正品,16874469670,0,0,0,1.2
【Yabais雅贝氏】澳洲进口奶源奶粉/育乐婴幼儿奶粉1段 900g,16959903114,4,3,736,0.9
澳优金装优选3段盒装400g婴儿配方奶粉 金装澳优幼优 进口奶源,17010291741,168,13,14784,0.4
Wyeth/惠氏 启赋3段900g婴幼儿配方奶粉进口 适合1-3周岁,16779330250,0,0,0,0.9
【正品授权 可积分】澳优有机能力多奶粉1段 法国原装进口 婴儿,16798207076,8,1,3183.2,0
Gittis/吉特士 有机奶粉 600g 三段,16825961916,58,9,18444,0.6
Heinz/亨氏 超金智儿高 二段奶粉 900g 欧洲原装进口奶粉,16990813924,0,0,0,0.9
【最新日期】买5送1再减 澳优能力多奶粉3段 澳大利亚进口 婴儿,16798063581,35,5,12530,0
Wyeth/惠氏启赋婴儿配方奶粉2段900g听装6-12个月宝宝,16867913468,0,0,0,0.9
特价雀巢奶粉 能恩金盾1段 婴儿配方奶粉 400g,17035320014,0,0,0,0.4
特价雀巢力多精2段 婴幼儿配方奶粉900g,17035944031,0,0,0,0.9
纽瑞滋金装较大婴儿配方奶粉2段300,16997805522,28,5,76,0
【2听有特惠】包邮 美素佳儿金装2段婴儿配方奶粉900g 美素奶粉,17019304567,1,1,242,0.9
雀巢能恩1段婴儿配方奶粉 听装 900g,17035460142,0,0,0,0.9
伊利金领冠2段900g奶粉较大婴儿及幼儿配方奶粉6-18个月包邮,16953519679,167,39,24549,0.9
官方直营伊利金领冠2段6-18月较大婴儿配方奶粉400g*4盒热销推荐,15464988656,153,77,42007.68,0.4
Nestle雀巢能恩金盾一段 900g/罐 进口奶源宝宝奶粉,13928222228,0,0,0,0.9
Wyeth惠氏 启赋1段 婴儿配方奶粉900g 0-12个月,16868708486,21,9,7245,0.9
买就送 爱必达幼儿婴儿配方奶粉3段 1-3岁 新西兰原装 进口奶粉,16841582636,0,0,0,0
新西兰高培 奶粉 迪唯恩奶粉 婴儿奶粉 正品 1段 400g盒装,16792330340,55,8,3960,0.4
美捷诚婴幼儿有机配方奶粉2段(6-18月)900g单罐 美国原装原罐进口,17133610502,90,83,35380,0.9
Abbott/雅培 金装智护100（喜康力）奶粉2段 6-18个月 400g盒装,15951956016,0,0,0,0.4
明一a尔法盾奶粉1段奶粉 婴幼儿牛奶粉一段 900g*2听装 1800g,16997091248,58,18,27970,0.9
为为网 纽瑞滋 金装幼儿配方奶粉（3段）300g,17054432869,0,0,0,0.3
新西兰高培 迪唯恩奶粉 婴儿奶粉 正品 2段 400g盒装 奶粉,16792610382,52,4,3744,0.4
【官方商城】雅贝氏澳洲进口奶源婴幼儿奶粉金装2段整箱980g*6罐,17120578162,3,1,2616,0.98
新包装 荷兰原装进口Friso美素佳儿金装美素力一段1段婴儿奶粉900,17153655568,51,14,13668,0
美赞臣 安婴宝 A+ 较大婴儿配方奶粉 2段 900g 罐装 正品,16864802755,0,0,0,0.9
Karicare可瑞康新西兰原装原罐进口2段牛奶粉整箱,17093800659,460,210,579597.600000001,0
伊利金领冠3段900g奶粉幼儿配方奶粉1-3岁可积分牛奶粉,16953639639,385,82,51975,0.9
Karicare可瑞康新西兰原装原罐进口婴幼儿牛奶粉二段2段,17093800274,1229,339,258090,0
爱必达幼儿配方奶粉三段900g,17191185024,19,4,5092,0.9
贝因美冠军宝贝2段405克 宝宝成长配方奶粉2段405克 牛奶粉正品,16827911861,8,3,480,0.405
惠氏 S-26金装健儿乐2段400g盒装 6-18个月适用牛奶粉 宝宝牛奶粉,15919183925,4,1,368,0.4
正品Wyeth惠氏启赋三段欧洲奶粉原装进口婴幼儿罐装牛奶粉3段900g,17191462580,3,0,1005,0.9
14年4月MANJOHNSON/美赞臣安婴宝A+较大婴儿奶粉2段900克MZC1887,17176287166,0,0,0,0.9
完达山配方奶粉一段婴儿配方奶粉1段400g克,17126591746,2,0,70,0.4
正品授权Nestle雀巢 超级能恩 德国原装进口奶粉3段800g 怡然母婴,16885158783,0,0,0,0.8
14年3月产 Karicare可瑞康 新西兰原装进口可瑞佳1段六罐装牛奶粉,17093776618,258,99,340560,0
Heinz/亨氏 欧洲原装进口 超金智儿高配方奶粉2段 婴幼儿奶粉900g,16992264443,16,5,4054,0.9
爱尔兰原装进口惠氏Illuma启赋2二段奶粉900g*2罐立减送礼,17194022852,9,1,6384,0.9
美捷诚婴幼儿有机配方奶粉1段(0-6月)900g单罐 美国原装原罐进口,17142717530,19,31,9462,0.9
Hikid聪尔壮 超级智慧 幼儿配方奶粉3段 罐装900g 品牌直发,17011854482,2,2,476,0.9
完达山2段安力聪婴儿配方奶粉二段听装900g克/罐6-12个月可以追溯,17095341392,4,2,744,0.9
高培2段婴儿配方牛奶粉 新西兰原装进口 官方授权 现货包邮,17102214332,19,5,5510,0
美赞臣2段奶粉900G安婴宝A+二段罐装婴幼儿配方奶粉2段900克,17297338499,44,20,8712,0.9
Wyeth/惠氏s26金装膳儿加偏食宝宝营养配方奶粉900g听装,16860354084,0,0,0,0.9
Nutrilon诺优能较大婴儿配方奶粉诺贝能2段 荷兰牛栏 进口奶粉,17305821135,1010,336,222200,0
DutchCow荷兰乳牛原装进口婴幼儿奶粉2段900g促成长营养好吸收,17178090216,1,8,239,0.9
新西兰爱必达幼儿配方奶粉三段（1-3岁）400克,17277914724,0,0,0,0.4
施恩金装幼儿配方奶粉（3阶段）1~3周岁幼儿 900g/罐 特价销售中,17033198007,0,0,0,0.9
澳优 美纳多 益智系列进口奶源婴儿奶粉3段 1-3岁 800g/罐 听装,17259814680,39,6,8112,0.8
美赞臣 安婴宝 A+ 较大婴儿配方奶粉 2段 1200g 三联包 正品,16872349589,0,0,0,1.2
【官方商城】雅贝氏澳洲进口奶源育乐婴幼儿奶粉4段/整箱900g*6听,17131414265,0,0,0,0.9
雅士利 a金装2段较大婴儿配方奶粉400g克袋装 6-12个月 二段奶粉,17306563755,240,27,14310,0.4
DutchCow荷兰乳牛原装进口2段婴幼儿奶粉900gx6罐仿生性价比优,17294453082,0,0,0,0.9
Karicare可瑞康 新西兰原装原罐进口金装婴幼儿3段牛奶粉,17093768678,3057,699,580830,0
美赞臣 安婴儿1段400g婴儿配方奶粉 13年9月 进口奶源,16998287106,3,0,255,0.4
雅士利 a金装2段较大婴儿配方奶粉900g克罐装 6-12个月,17315035512,83,15,16517,0.9
雅士利 安贝慧3段幼儿配方奶粉900g克罐装 1-3周岁 营养奶粉三段,17309683062,796,198,105819,0.9
Nutrilon诺优能幼儿配方奶粉3段 荷兰牛栏 进口奶粉,17269438791,2759,600,551800,0
美赞臣 安儿健 A+ 儿童配方奶粉 4段 900g 罐装 3岁以上,17307302872,0,0,0,0.9
14年4月MANJOHNSON/美赞臣安婴宝A+较大婴儿2段1200克 MZC1900,15922450131,0,0,0,1.2
14年6月MANJOHNSON/美赞臣安儿宝A+幼儿奶粉3段1200g MZC1931,17175731940,1,1,182,1.2
贝因美金装爱 新生儿配方奶粉1段0-4个月1000g罐装,17199623185,2,0,530,1
【天猫超市】 新西兰原罐进口奶粉 karicare可瑞康奶粉 2段 900g,16748128840,56,50,11760,0.9
娃哈哈爱迪生荷兰原装进口婴儿配方奶粉启智启力1段罐装900g,17200733235,53,12,10939.2,0.9
新西兰原装进口 纽瑞滋奶粉 金装婴儿配方奶粉2段300克*6罐,16855353101,0,0,0,0.3
澳优 美纳多 益智系列 进口奶源婴儿奶粉1段 0-6个月 800g/罐,17269325052,6,1,1368,0.8
雅士利 安贝慧2段较大婴儿配方奶粉900g罐装 雅士利二段奶粉,17309279749,141,41,15639,0.9
【99.9元2袋包邮】龙丹奶粉 慧婴宝较大婴儿配方奶粉 2段 400G袋,15583540032,0,0,0,0.4
Nestle雀巢超级能恩德国原装进口奶粉3段800g*2罐 6罐包邮正品,17203693025,1,0,498,0.8
君宝康奶粉 营养铁强化1段婴儿配方奶粉 新西兰进口乳铁蛋白,17337787239,0,1,0,0
美捷诚婴幼儿有机配方奶粉3段(1-3岁)900g*2罐 美国原装原罐进口,17144033766,17,16,13820,0.9
13年11月Wyeth/惠氏启赋学龄前儿童配方奶粉4段900克 HS9013,17295329944,0,0,0,0.9
Nutrilon诺优能幼儿配方奶粉3段双罐装 进口奶粉 荷兰牛栏,17358761109,1435,0,574000,0
【官方直发】飞鹤星飞帆奶粉2段700G,16999605707,0,0,0,0.7
人之初优加力系列较大婴儿配方奶粉2段 6到12个月 盒装400g四送一,17305015800,7,2,532,0.4
新包装 正品Friso美素佳儿荷兰原装进口金装奶粉3段三段900g,15906166560,0,0,0,0.9
【包邮+？】特福芬有机奶粉1段 德国 进口奶粉婴儿奶粉 0-1岁,17338223331,5,2,1440,0
美捷诚婴幼儿有机配方奶粉2段(6-18月)900g*2罐 美国原装原罐进口,17144041051,17,12,10076,0.9
【官方正品】Maeil/每日宫奶粉 韩国原装进口婴幼儿牛奶粉2段800g,17358014057,73,7,29054,0.8
美赞臣奶粉 1段安婴儿A+ 900g罐装2罐 进口奶源,17166510056,0,0,0,0.9
太子乐2段900g 金装金100 较大婴儿配方奶粉 听装,17315232906,2,1,316,0.9
【满200减20】伊利金领冠珍护较大婴儿及幼儿配方奶粉2段6-18个月,16743099061,36,6,10296,0
【积分商品】圣元新包装 育婴博士超金钻婴幼儿配方牛奶粉1段900g,17426918054,10,2,2736,0.9
旭贝尔较大婴儿和幼儿配方奶粉美国原装原罐进口2段400g6-18个月,17345349292,4,2,552,0.4
太子乐金100 1段400g 婴儿配方奶粉 【2013年3-6月】保质期18个月,17314255407,1,0,32,0.4
14年4月 MANJOHNSON/美赞臣安婴儿A+婴儿奶粉1段900克 MZC1849,17176047379,0,0,0,0.9
雀巢奶粉能恩金盾2号900g,17269040685,0,0,0,0.9
雅培 金装亲护 婴儿配方奶粉 1段 820g 听装 原装进口奶粉 正品,17359513958,0,0,0,0.82
【Yabais雅贝氏】澳洲进口奶粉超金装婴幼儿奶粉2段整箱1000g*6罐,17103478460,7,6,4824,1
伊利金领冠1段盒装400g奶粉 婴儿配方奶粉可积分牛奶粉14年4月产,17004811492,134,19,8509,0.4
【买四送一】旭贝尔婴幼儿奶粉美国原装原罐进口2段900g6-18个月,17335978575,18,3,5184,0.9
太子乐3段900g 金装金100 幼儿配方奶粉 听装 1-3岁,17315304812,11,2,1314,0.9
【包邮+？】德国有机奶粉 特福芬奶粉2段 婴儿奶粉2段进口奶粉,17338587064,40,9,6912,0
贝因美 冠军宝贝宝宝成长配方奶粉 2段 1000g 13年8月 3罐包邮,17492473982,0,0,0,1
Yabais/雅贝氏 澳洲优质进口奶源 金装婴幼儿奶粉3段 980g*6听,17130249455,20,14,14664,0.98
澳优奶粉 澳优原装进口能力多3段奶粉(6-12个月)800gx12听整箱,16744430643,0,0,0,0.8
【天猫超市】雀巢能恩3段1-3岁升级配方奶粉 900g,17264536664,48,18,8400,0.9
圣元优博爱3段900g罐装 进口奶粉源婴幼儿奶粉 官方旗舰店,17356260631,268,53,21424,0.9
NURIZ纽利兹金装幼儿配方奶粉3段1-3岁 新西兰 原装进口,17344233740,0,0,0,0
高培婴儿配方牛奶粉1段 新西兰原装进口 官方授权 现货包邮,17101478607,4,3,1200,0
品店 雀巢能恩3段 听装900G 奶粉 奶制品,17486023470,0,0,0,0.9
【买就送】特福芬有机奶粉1段德国进口奶粉 婴儿宝宝奶粉1段,17477920857,150,34,31578,0
【新品尝鲜 不参加活动】飞鹤飞帆2段较大婴儿配方奶粉1200g盒装,17264188279,51,6,10098,1.2
伊利金领冠2段6-18月400g奶粉较大婴儿及幼儿配方奶粉5盒起包邮,17004935516,372,27,22282.8,0.4
英博牛奶粉 婴儿奶粉正品 惠臣3段400g盒装 1-3岁,17033460120,0,0,0,0.4
Maeil/每日宫系列韩国进口婴儿幼儿奶粉婴幼儿牛奶粉1段400g,17357690822,2,0,416,0.4
买二送一 新西兰纽瑞滋金装较大婴儿配方奶粉（2段）1000G包邮,17537493476,0,0,0,1
美赞臣 奶粉1段 美赞臣1段 安婴儿A+ 安婴儿 1段 400g 盒装 新品,17523006522,0,0,0,0.4
贝因美 冠军宝贝健儿成长配方奶粉 3段 1000g 13年12月,17494353103,0,0,0,1
Bright Beginnings/旭贝尔 美版 3罐组合 三段,17339089405,7,1,4200,0
贝因美 金装爱加+ 较大婴儿宝宝配方奶粉2段二段900g 进口奶源,17558754195,11,3,3300,0.9
208/听 最新日期【买3送1再减】 澳优超级能力多4段800g 原装进口,17574945640,42,6,16716,0.8
买二送一 新西兰纽瑞滋金装幼儿配方奶粉（3段）1000G包邮,17538773182,0,0,0,1
送好礼】雅士利奶粉 金装安贝慧2段800g 婴儿奶粉 听装,17075379934,2,0,0,0.8
贝因美 冠军宝贝3段 婴幼儿配方奶粉1000g罐装 三段宝宝牛奶粉,17416029513,200,39,34236,1
【爱婴室】雀巢800g超级能恩婴儿配方奶粉 1段 0-12个月163512,17469293843,0,0,0,0.8
原装进口 新西兰奶粉 高培奶粉 活性奶粉 婴儿奶粉2段 800g罐装,15998199774,2,0,0,0.8
美赞臣3段奶粉 安儿宝A+幼儿配方奶粉900g*3听 100%进口奶源,17608061463,3,3,1668,0.9
明一真棒baby婴儿奶粉3段 幼儿奶粉900g听装 最新日期,17604082851,17,3,1504,0.9
美赞臣1段1200克安婴儿原装 幼儿配方牛奶粉 【每个ID限购10件】,15920143310,260,84,70720,1.2
澳优 美纳多 益智系列 进口奶源婴儿奶粉2段 6-12个月 1200g/盒,17271221977,6,3,1488,1.2
德国原装进口 雀巢超级能恩3段幼儿配方奶粉800g*2听组合装,17520637104,4,0,1920,0.8
包邮欧比佳欧健奶粉促销 荷兰原装原罐进口婴儿奶粉2段罐装800克,17127346824,54,6,15012,0.8
雅培 菁智 有机奶粉 1段 0-12个月 900g罐装 正品原装进口奶粉,14099493685,0,0,0,0.9
倍爱 智赋婴幼儿配方牛奶粉800克听装2段 6-12个月婴幼儿牛奶粉,17524977901,9,0,1851,0.8
奥兰（新西兰） 金装加强 900g 三段,17617146945,15,2,4020,0.9
益益奶粉 智优益+婴幼儿配方奶粉2段袋装（6-18个月）400g,17520755070,7,1,336,0.4
2罐包邮】雅士利奶粉安贝慧2段900g 听装较大婴儿配方奶粉 6-12月,15565960390,11,1,990,0.9
澳优美纳多博护100%进口奶源婴儿奶粉3段 1-3岁 800g/罐,17261434405,0,0,0,0.8
美赞臣 2段 安婴宝A+ 奶粉 2段 安婴宝 2段 400g/盒新品上市,17534065160,1,0,91,0.4
Nestle/雀巢能恩 2/二段 900g,17648538736,20,5,4278,0.9
包邮欧比佳欧健奶粉 荷兰原装原罐进口婴儿奶粉3段罐装800克,17127494004,105,14,29190,0.8
Hikid聪尔壮 呵护复合益生元益生菌 较大婴儿配方奶2段 罐900g,17543296851,0,0,0,0.9
荷兰原装进口Nutrilon诺优能/牛栏2段奶粉诺贝能 900g 怡然母婴,17630330817,2,1,440,0.9
Nutrilon/诺优能3段奶粉 配方奶粉3段800g 荷兰原装进口 正品保障,17659366832,6,3,1194,0.8
【天猫超市】新西兰进口纽瑞滋幼儿配方奶粉3段1-3岁300g 3罐售,16881775866,6,0,474,0.3
明一金智婴3段幼儿奶粉3袋装三联包三段牛奶粉1200g*4箱装4800g,17261601677,0,0,0,1.2
美赞臣 2段 安婴宝 2段 安婴宝A+ 奶粉 2段 900g/桶 新品上市,17522154416,1,0,207,0.9
美素佳儿 原装进口婴儿配方奶粉1段900g 金装美素力奶粉,15920987820,2,1,536,0.9
新西兰原装进口 纽瑞滋金装婴儿配方奶粉 渗透压配方1段300g,17607676888,16,3,1472,0.3
伊卡蓓尔牛奶金装幼儿配方牛奶粉3段 进口奶源 婴幼儿牛奶粉,15558844768,0,0,0,0
雀巢 力多精3三段900g听装 婴幼儿奶粉 改善肠道 不上火 2听包邮,17662426132,20,6,2470,0.9
Hikid聪尔壮 金装安宝素 较大婴儿配方奶粉 2段900g 品牌直发,17541600073,2,1,476,0.9
正品 Nutrilon/诺优能幼儿奶粉3段800g荷兰原装进口奶粉 怡然母婴,17630886062,4,1,800,0.8
新包装Friso美素佳儿 3段幼儿金装牛奶粉900g*1听 荷兰原装进口,17524433451,63,62,11046.8,0.9
倍爱 优贝怡较大婴儿配方奶粉2段800g 6-12个月牛奶粉婴幼儿奶粉,17512778594,19,0,4902,0.8
明一a尔法盾2段6-12个月婴儿牛奶粉3袋装三联包盒装4800g,17261653625,0,0,0,4.8
【爱婴室】雀巢800g超级能恩较大婴儿及幼儿奶粉 2段 6-18个月,17469253937,0,0,0,0.8
Nestle/雀巢能恩3/三段 900g*2 官方正品,17663393463,17,8,6392,0.9
新装升级！康维多高钙低脂孕产妇营养配方奶粉900g,17141054599,3,1,804,0.9
恩肯 Adapta/爱达特 较大婴儿配方奶粉 900g/罐 2段,17614813043,2,1,412,0.9
Karicare可瑞康3段新西兰原装进口奶粉6听装 送2重好礼,17542346867,155,100,176686.8,0
Wyeth/惠氏启赋3段 幼儿配方奶粉400g听装1-3岁/原装进口,17706383647,1,0,168,0.4
恩肯 Adapta/爱达特 幼儿配方奶粉 900g/罐 3段听装,17602698014,0,0,0,0.9
明一a尔法盾婴儿牛奶粉3段整箱装4800g三段3袋装1-3周岁三联包,17261793160,0,0,0,4.8
【买就送】 纽瑞滋 金装婴儿配方奶粉3段1000g 新西兰原装进口,17608196141,748,164,192984,1
多美滋金装优阶幼贝护优阶儿配方奶粉3段12-36月400g,15909677642,11,3,627,0.4
Karicare可瑞康新西兰原装进口2段牛奶粉双罐,17741506756,3874,1267,1627080,0
为为网 雅培 金装喜康宝智护100 900g （0~1岁）,15543992435,0,0,0,0.9
【清仓甩卖】金装幼儿喜康力幼儿配方奶粉 1200g/盒（3段1-3岁）,17703266268,9,0,1035,1.2
【买4赠1 整箱包快递】飞鹤超级飞帆3段幼儿配方奶粉400g盒装,17640715929,809,39,83327,0.4
正品 雀巢能恩金盾1段 婴幼儿配方奶粉 0-12个月宝宝适用,17731115040,0,0,0,0
新包装Friso美素佳儿 2段婴幼儿金装牛奶粉900g*1听 荷兰原装进口,17524061312,1,1,209,0.9
美赞臣安婴宝A+幼儿配方奶粉2段400G二段400克中国大陆盒装千江,17287362079,0,0,0,0.4
新包装Friso美素佳儿 1段婴幼儿金装牛奶粉900g*2听 荷兰原装进口,17616474760,14,6,6676.6,0.9
中粮我买网 friso美素佳儿 美素力金装1段900g 荷兰进口,15564613058,0,0,0,0.9
Nutrilon/诺优能2段奶粉 婴儿配方奶粉2段900g荷兰 原装进口,17671297757,1,1,210,0.9
Nutrilon诺优能3段800g 婴幼儿配方奶粉 荷兰牛栏原装进口,17744174904,94,23,18800,0.8
【特惠装】新西兰 纽瑞滋奶粉金装婴儿奶粉 渗透压配方2段1000g,17732520121,0,0,0,1
奥兰（新西兰） 金装加强 900g 二段,17629345727,19,3,5092,0.9
Nutrilon诺优能1段整箱 婴儿配方奶粉 100%荷兰原装原罐进口牛栏,17743410264,0,0,0,0
美素2段奶粉900克 佳儿金装幼儿配方奶粉900g 荷兰原装进口,17690449033,282,40,53862,0.9
荷兰原装进口Nutrilon诺优能进口奶粉3段6罐装部分包邮 送蚕丝被,17750182072,1,1,1200,0
雅士利 金装安贝慧 1段奶粉 800g 听装 婴儿奶粉正品,15886698936,4,3,708,0.8
完达山世纪贝贝2段听装,17706964191,16,3,3392,0
买3送1 太子乐奶粉 6倍DHA系列 3段900g,17705127652,0,0,0,0.9
雅培菁智智护100有机珍品1段婴儿配方奶粉900g听装 0-6个月宝宝,14094858252,52,13,20102,0.9
【8折 整箱包快递】飞鹤超级飞帆2段较大婴儿配方奶粉900g听,17610039012,233,32,61526.3999999999,0.9
买二送一 新西兰纽瑞滋金装较大婴儿配方奶粉（2段）300G包邮,17525922993,0,0,0,0.3
Nutrilon/诺优能(牛栏)较大婴儿配方奶粉诺贝能2段900g 进口奶粉,17771785765,10,3,2200,0.9
Nutrilon诺贝能（诺优能)较大婴儿配方奶粉2段单听原装进口赠湿巾,17777438019,23,6,5057.7,0
太子乐奶粉 金装金100婴儿配方奶粉 1段900g罐装,17705519150,11,4,1808,0.9
为为网 雅培 金装喜康力智护100 900g （6~18个月）,15543856903,0,0,0,0.9
贝因美 金装爱加+ 婴儿配方奶粉1段405g 官方旗舰店 进口奶源,17615277706,188,57,22184,0.405
新包装Friso美素佳儿 1段婴儿小金装牛奶粉400g*1听 荷兰原装进口,17719358787,0,0,0,0.4
喜安智 珍品婴儿配方奶粉1段750g罐装0-12个月 100%韩国原装进口,17443137696,13,9,1904,0.75
宝乐维 宝乐维2段奶粉 900g 二段,17705951308,0,1,0,0.9
【包邮】亨氏Heinz宝宝奶粉 超金康儿高婴儿奶粉 1段 罐装 900g,17628063650,2,0,496.34,0.9
karicare可瑞康3段金装婴幼儿奶粉 新西兰进口三段宝宝奶粉6罐装,17644123997,1,0,1140,0
Nutrilon诺优能幼儿配方原装进口奶粉3段 荷兰牛栏 1岁以上,17801526751,0,0,0,0
荷兰原装进口奶粉 爱荷美婴幼儿2段800g/盒 6-12个月,15903540775,19,3,6230,0.8
Friso/美素佳儿 金装幼儿成长配方奶粉1段900g,17820927783,4,3,940,0.9
【Yabais雅贝氏】澳大利亚进口奶源IQ200婴幼儿配方奶粉1段/900克,16942599466,6,1,672,0.9
海王喜安智金钻婴儿配方奶粉2段6-12个月 韩国进口奶粉400G/罐,17819922226,35,7,6965,0.4
雅培金装小安素幼儿配方粉3段900克适合1-7岁挑食偏食宝宝 香草,16971409716,6,2,1260,0.9
荷兰原装进口奶粉 美素奶粉 金装美素力1段奶粉900g 行货,17678238685,45,7,10260,0.9
培芝 瑞智较大婴儿配方奶粉2段 800克 新西兰原装进口 买1送1包邮,17804215027,17,6,864,0.8
【喜宝旗舰店】德国原装进口 HIPP喜宝益生元婴幼儿奶粉3段 800g,15540696399,1696,264,573248,0.8
【满668包邮】Nestle/雀巢能恩3/三段 奶粉900g,17699018420,36,7,6768,0.9
8折特惠】雅士利奶粉 a金装 婴儿配方牛奶粉 400g袋 1段,17814267322,0,0,0,0.4
德国原装进口 雀巢超级能恩2段奶粉婴儿奶粉800g组合装,15541986440,0,0,0,0.8
咿呀雅培4段金装智护100儿童喜康力牛奶粉3岁以上 900g原装进口,17780017301,0,0,0,0.9
伊卡蓓尔金装婴儿配方牛奶粉1段 进口奶源 婴儿牛奶粉,15559256387,4,0,992,0
8折特惠】雅士利奶粉 能慧金装2段900g罐装 优智宝宝 能慧开始,17846403921,0,0,0,0.9
